pet_id,color,sex,age,size,hair_length,special_needs_p,purebred_p,shots_current_p,housetrained_p,declawed_p,good_with_kids_p,good_with_dogs_p,good_with_cats_p,spayed_neutered_p
25680690,Red/Golden/Orange/Chestnut,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25680728,"Black - with Brown, Red, Golden, Orange or Chestnut",m,puppy,Large 61-100 lbs (28-45 kg),,,,t,t,,t,t,,t
25680810,,m,adult,Large 61-100 lbs (28-45 kg),,f,f,,f,f,,,,t
25680911,"Black - with Brown, Red, Golden, Orange or Chestnut",f,young,Small 25 lbs (11 kg) or less,,,t,t,t,,t,t,,t
25680972,White,m,adult,Small 25 lbs (11 kg) or less,,,f,,,,,,,t
25681110,Black,m,puppy,Small 25 lbs (11 kg) or less,,f,t,t,t,,,,,t
25681173,Tan/Yellow/Fawn,f,senior,Small 25 lbs (11 kg) or less,,f,t,t,t,,t,t,t,t
25681182,Black,f,young,Med. 26-60 lbs (12-27 kg),,f,t,t,t,,t,t,f,t
25681200,Tan/Yellow/Fawn - with White,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,t
25681232,"Black - with Brown, Red, Golden, Orange or Chestnut",f,young,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,,t
25681239,Black,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25681288,Black,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,f
25681314,Black - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,t,t,f,,t,t,,f
25681334,Black,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25681344,Black,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,f
25681352,Black,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25681363,Tricolor (Tan/Brown & Black & White),f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,,f
25681371,Red/Golden/Orange/Chestnut,f,adult,Large 61-100 lbs (28-45 kg),,f,t,,t,,,t,,t
25681438,White - with Brown or Chocolate,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
25681525,Tricolor (Tan/Brown & Black & White),m,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,t,t
25681606,Black,f,adult,Small 25 lbs (11 kg) or less,,f,f,,,,,t,,t
25681684,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
25681688,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
25681692,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
25681703,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
25681707,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
25681715,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
25681719,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
25681765,,m,young,Med. 26-60 lbs (12-27 kg),,f,t,,,,,t,,
25681780,,f,young,Large 61-100 lbs (28-45 kg),,f,t,,,,,,,t
25681827,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,f,t,,t
25681835,Black - with White,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,f,t,t,t,t
25681853,,m,adult,Large 61-100 lbs (28-45 kg),,f,t,f,,f,,t,,t
25681936,Tricolor (Tan/Brown & Black & White),f,puppy,Large 61-100 lbs (28-45 kg),,t,f,t,f,,t,t,t,t
25682100,Black - with White,f,young,,,f,t,,t,,,t,,
25682101,Black - with White,m,young,,,f,t,,t,,,t,,
25682110,Tricolor (Tan/Brown & Black & White),f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,t,t,t,t
25682123,"Black - with Tan, Yellow or Fawn",f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,f,f,f,t
25682140,Black - with White,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,t,t,t
25682142,White,f,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,t,t,t,f
25682199,,m,puppy,,,f,f,t,,f,t,t,t,t
25682229,Brindle,m,adult,Med. 26-60 lbs (12-27 kg),,f,t,t,t,,,,,t
25682237,White - with Brown or Chocolate,m,adult,Small 25 lbs (11 kg) or less,,f,t,t,t,,,,,t
25682240,"Black - with Tan, Yellow or Fawn",f,adult,Small 25 lbs (11 kg) or less,,f,t,t,t,,,f,,t
25682243,Black,f,young,,,f,f,,t,,t,t,,t
25682280,,m,young,Med. 26-60 lbs (12-27 kg),,f,f,,,,,,,t
25682288,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,,,,,,,t
25682335,Tricolor (Tan/Brown & Black & White),f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
25682366,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,,,,,,,t
25682420,Brown/Chocolate,m,adult,Small 25 lbs (11 kg) or less,,,,,,,,,,
25682421,,f,senior,Small 25 lbs (11 kg) or less,,,,,,,,,,
25682450,Brown/Chocolate,m,adult,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
25682489,Black,f,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,,,t,t,,t
25682490,Brindle,f,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,,,,,,t
25682515,Tan/Yellow/Fawn,f,puppy,Small 25 lbs (11 kg) or less,,,,,,,,,,
25682518,Black,m,puppy,Small 25 lbs (11 kg) or less,,,,,,,,,,
25682526,"White - with Tan, Yellow or Fawn",m,adult,Small 25 lbs (11 kg) or less,,,,,,,,,,
25682531,"White - with Tan, Yellow or Fawn",m,young,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
25682565,Black,m,puppy,Small 25 lbs (11 kg) or less,,,,,,,,,,
25682566,,m,puppy,Small 25 lbs (11 kg) or less,,,,,,,,,,
25682592,"White - with Tan, Yellow or Fawn",f,senior,Small 25 lbs (11 kg) or less,,,,,,,,,,
25682619,Brown/Chocolate,f,puppy,Small 25 lbs (11 kg) or less,,,,,,,,,,
25682751,Tan/Yellow/Fawn,m,senior,Small 25 lbs (11 kg) or less,,,,,,,,,,
25682777,"White - with Tan, Yellow or Fawn",m,young,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
25682790,"White - with Tan, Yellow or Fawn",m,young,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
25682803,Tan/Yellow/Fawn,m,adult,Small 25 lbs (11 kg) or less,,,,,,,,,,
25682807,Tan/Yellow/Fawn,m,adult,Small 25 lbs (11 kg) or less,,,,,,,,,,
25682843,Brindle,m,adult,Small 25 lbs (11 kg) or less,,,,,,,,,,
25682884,Black,m,puppy,Small 25 lbs (11 kg) or less,,,,,,,,,,
25682984,,m,adult,Small 25 lbs (11 kg) or less,,f,f,,,,,,,t
25682991,Black,m,puppy,Large 61-100 lbs (28-45 kg),,f,f,,,,t,t,t,t
25683044,,f,young,Small 25 lbs (11 kg) or less,,f,f,t,,f,,,,f
25683333,,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,,f,,,,t
25683346,,m,adult,Large 61-100 lbs (28-45 kg),,f,t,t,,f,,,,t
25683366,,m,adult,Large 61-100 lbs (28-45 kg),,f,t,t,,f,,,,t
25683475,Tan/Yellow/Fawn - with White,m,puppy,,,f,f,,,,t,t,t,t
25683480,,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,,,,t
25683488,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,f,f,t,t
25683503,,f,senior,Large 61-100 lbs (28-45 kg),,f,t,t,,f,,,,f
25683509,,m,young,Large 61-100 lbs (28-45 kg),,f,t,t,,f,,,,f
25683555,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,f,,f,,t,,f
25683559,,m,adult,Med. 26-60 lbs (12-27 kg),,f,t,f,,f,,,,f
25683569,,m,adult,Small 25 lbs (11 kg) or less,,f,t,t,,f,,,,t
25683588,,m,young,Med. 26-60 lbs (12-27 kg),,f,t,t,t,f,t,f,,t
25683669,,m,young,Large 61-100 lbs (28-45 kg),,f,t,t,,f,,,,f
25683769,,f,young,Med. 26-60 lbs (12-27 kg),,f,f,f,,f,,,,f
25683792,Black,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,,f
25683809,,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,,f,,t,t,t,
25683880,Black,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25683914,Tan/Yellow/Fawn,m,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,,t
25683922,Tan/Yellow/Fawn,m,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25683927,,f,adult,Med. 26-60 lbs (12-27 kg),,f,t,t,,f,t,t,f,t
25683952,White,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25684219,Brown/Chocolate,m,senior,Med. 26-60 lbs (12-27 kg),,t,f,,t,,f,,,t
25684335,Brindle - with White,m,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,f,,t,t,,t
25684352,Black,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25684409,Black - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,f,f,t
25684430,Black,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25684462,Brindle,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25684507,White - with Black,m,adult,X-Large 101 lbs (46 kg) or more,,f,f,t,t,,t,t,f,t
25684528,White - with Brown or Chocolate,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,,t
25684578,Black,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25684645,Black - with White,f,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,,t
25684651,Black - with White,f,adult,Small 25 lbs (11 kg) or less,,f,f,f,f,,,,,f
25684694,Tan/Yellow/Fawn,m,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25684717,Black,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25684721,Brown/Chocolate - with Black,m,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,t,,t
25684788,White,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,,t,,t
25684817,Brindle,m,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25684823,White,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,,t,,t
25684899,,f,adult,,,f,f,,t,f,,t,,f
25684929,White,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25684958,Tan/Yellow/Fawn,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
25684964,Tan/Yellow/Fawn,f,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,t,t
25684980,Black - with White,m,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,f,,t,t,,f
25684984,White,f,puppy,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25685014,Brown/Chocolate - with Black,f,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,t,t
25685066,White,f,puppy,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25685067,Brindle,f,puppy,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25685105,Black,f,adult,Large 61-100 lbs (28-45 kg),,t,t,t,t,,t,t,t,t
25685123,Brown/Chocolate - with Black,m,young,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25685155,Black - with White,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25685180,Red/Golden/Orange/Chestnut - with White,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25685208,Brown/Chocolate,m,young,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25685228,Gray/Blue/Silver/Salt & Pepper,m,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,f
25685267,Red/Golden/Orange/Chestnut - with Black,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25685370,"White - with Tan, Yellow or Fawn",f,adult,Large 61-100 lbs (28-45 kg),,,t,,,,,,,t
25685376,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,,t,f,,,,t
25685477,"Black - with Brown, Red, Golden, Orange or Chestnut",m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25685503,Black - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
25685549,Brown/Chocolate,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25685554,Merle,f,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25685604,White,f,senior,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25685623,Brown/Chocolate - with White,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25685675,Brindle - with White,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25685692,Black,m,adult,Large 61-100 lbs (28-45 kg),,,t,,,,,,,f
25685698,Brown/Chocolate - with White,m,adult,Large 61-100 lbs (28-45 kg),,,t,,,,,,,f
25685751,Brown/Chocolate,f,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,f
25685778,Tan/Yellow/Fawn,m,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,t,t
25685895,Black - with White,f,puppy,,,,,t,t,,t,t,t,t
25685906,Brindle,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25686013,Tan/Yellow/Fawn,m,senior,Large 61-100 lbs (28-45 kg),,,t,,,,,,,f
25686042,"Black - with Brown, Red, Golden, Orange or Chestnut",m,adult,Large 61-100 lbs (28-45 kg),,,t,,,,,,,t
25686229,Tan/Yellow/Fawn - with White,m,senior,Small 25 lbs (11 kg) or less,,,t,,,,,,,t
25686247,Black - with White,m,senior,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25686340,Tan/Yellow/Fawn,f,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,f
25686384,Black - with White,m,young,Large 61-100 lbs (28-45 kg),,,t,,,,,,,t
25686390,White - with Black,m,senior,Small 25 lbs (11 kg) or less,,,f,,,,,,,t
25686540,Brindle - with White,m,adult,X-Large 101 lbs (46 kg) or more,,,f,,,,,,,t
25686544,Brown/Chocolate,m,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,f
25686553,"Black - with Brown, Red, Golden, Orange or Chestnut",m,senior,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25686622,Gray/Silver/Salt & Pepper - with White,m,senior,Large 61-100 lbs (28-45 kg),,,t,,,,,,,f
25686624,Black - with White,m,senior,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25686635,Red/Golden/Orange/Chestnut,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,t,,t
25686637,Tan/Yellow/Fawn - with White,m,senior,Small 25 lbs (11 kg) or less,,,t,,,,,,,f
25686644,Gray/Silver/Salt & Pepper - with White,m,adult,Large 61-100 lbs (28-45 kg),,,t,,,,,,,t
25686645,Gray/Silver/Salt & Pepper - with White,m,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,f
25686653,Gray/Silver/Salt & Pepper - with White,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25686654,White,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25686662,Black,f,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,t,t,t,f
25686669,"Black - with Brown, Red, Golden, Orange or Chestnut",f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25686722,Brown/Chocolate,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25686732,Black - with White,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25686745,Black - with White,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25686769,Tan/Yellow/Fawn - with White,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25686785,Brown/Chocolate,f,young,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,f
25686898,Tan/Yellow/Fawn - with White,m,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25686904,Black,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25686921,Brown/Chocolate,f,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,f
25686928,Brown/Chocolate - with White,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,,,,,,t
25686931,Tan/Yellow/Fawn - with White,m,senior,Small 25 lbs (11 kg) or less,,,t,,,,,,,f
25687100,"Black - with Tan, Yellow or Fawn",f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25687103,Brindle,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25687109,White - with Gray or Silver,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25687114,Brindle - with White,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25687117,White - with Black,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25687119,Brown/Chocolate,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25687245,Red/Golden/Orange/Chestnut - with White,m,adult,Large 61-100 lbs (28-45 kg),,,t,,,,,,,f
25687286,Black - with White,m,senior,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25687300,Tricolor (Tan/Brown & Black & White),m,adult,Small 25 lbs (11 kg) or less,,,t,,,,,,,t
25687303,Black,m,senior,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25687305,"Black - with Brown, Red, Golden, Orange or Chestnut",f,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25687392,Tan/Yellow/Fawn - with White,f,young,Small 25 lbs (11 kg) or less,,,f,,,,,,,t
25687863,White - with Black,f,senior,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25688007,Brown/Chocolate - with White,f,senior,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25688058,Brown/Chocolate - with White,f,senior,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25688070,Gray/Blue/Silver/Salt & Pepper,f,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,f
25688122,Red/Golden/Orange/Chestnut,f,senior,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25688134,Black - with White,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25688140,Brown/Chocolate - with White,f,senior,Large 61-100 lbs (28-45 kg),,,t,,,,,,,f
25688149,Black - with White,f,senior,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25688162,White,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25688167,Tan/Yellow/Fawn - with Black,m,senior,Large 61-100 lbs (28-45 kg),,,t,,,,,,,f
25688170,White - with Brown or Chocolate,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25688203,White,f,adult,Large 61-100 lbs (28-45 kg),,,t,,,,,,,f
25688221,Brindle,m,senior,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25688272,"White - with Tan, Yellow or Fawn",m,senior,Small 25 lbs (11 kg) or less,,,f,,,,,,,t
25688347,Brown/Chocolate - with White,f,senior,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25688355,Red/Golden/Orange/Chestnut - with White,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25688601,Brown/Chocolate - with White,m,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25688667,Brown/Chocolate - with White,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25688702,Black,m,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,f
25688708,Red/Golden/Orange/Chestnut - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,t,,t
25688730,Black,f,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25688749,White,m,adult,Large 61-100 lbs (28-45 kg),,,t,,,,,,,t
25688830,Brown/Chocolate - with Tan,f,young,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25688992,Black - with White,f,puppy,Small 25 lbs (11 kg) or less,,,t,,,,,,,t
25689094,Black - with White,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25689143,White,m,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25689172,Brindle,f,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25689212,Brown/Chocolate - with White,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25689232,Brindle - with White,m,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,f
25689299,Tan/Yellow/Fawn - with White,f,senior,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25689301,Black - with White,f,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,f
25689303,Tan/Yellow/Fawn,m,young,Large 61-100 lbs (28-45 kg),,,t,,,,,,,t
25689383,"Black - with Brown, Red, Golden, Orange or Chestnut",f,adult,Large 61-100 lbs (28-45 kg),,,t,,,,,,,t
25689545,Brindle - with White,f,young,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25689617,White,m,adult,X-Large 101 lbs (46 kg) or more,,,f,,,,,,,t
25689674,White - with Brown or Chocolate,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25689675,Gray/Silver/Salt & Pepper - with White,m,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25689700,Gray/Silver/Salt & Pepper - with White,f,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25689726,Black,m,senior,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25689804,Tan/Yellow/Fawn,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25689867,Black,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25689869,Black,m,young,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25689871,White - with Gray or Silver,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25689915,Black - with White,f,puppy,Small 25 lbs (11 kg) or less,,,t,,,,,,,f
25690035,Tricolor (Tan/Brown & Black & White),m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25690294,Brown/Chocolate - with White,f,young,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25690451,Brown/Chocolate - with White,f,senior,Small 25 lbs (11 kg) or less,,,f,,,,,,,t
25690500,Brown/Chocolate - with Black,f,adult,Small 25 lbs (11 kg) or less,,,t,,,,,,,t
25690561,Tan/Yellow/Fawn,m,senior,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25690570,Black,m,adult,X-Large 101 lbs (46 kg) or more,,,t,,,,,,,t
25690683,Black,m,senior,X-Large 101 lbs (46 kg) or more,,,t,,,,,,,t
25690792,,m,senior,Large 61-100 lbs (28-45 kg),,f,,t,,f,t,t,,t
25690802,Brown/Chocolate - with White,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25690847,Black - with White,f,senior,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25690892,"Black - with Brown, Red, Golden, Orange or Chestnut",m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25691075,Red/Golden/Orange/Chestnut,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25691123,Gray/Silver/Salt & Pepper - with White,f,adult,Large 61-100 lbs (28-45 kg),,,t,,,,,,,f
25691172,Brindle - with White,f,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25691177,Brown/Chocolate - with White,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25691180,Red/Golden/Orange/Chestnut,m,young,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,f
25691184,Black - with White,m,adult,Large 61-100 lbs (28-45 kg),,,t,,,,,,,f
25691188,Brindle,m,puppy,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25691212,White - with Black,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25691308,White,f,senior,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25691459,Black,f,adult,Large 61-100 lbs (28-45 kg),,,t,,,,,,,f
25691808,Black - with Gray or Silver,f,senior,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25691828,Tan/Yellow/Fawn,m,adult,Small 25 lbs (11 kg) or less,,,t,,,,,,,t
25691877,"Black - with Tan, Yellow or Fawn",m,young,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25691943,Tan/Yellow/Fawn - with White,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25691950,"White - with Tan, Yellow or Fawn",m,young,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25691970,Brown/Chocolate,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25691977,"White - with Tan, Yellow or Fawn",m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
25691985,Tan/Yellow/Fawn - with Black,m,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25691986,Black - with Gray or Silver,m,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,f
25692045,Tan/Yellow/Fawn,m,senior,Small 25 lbs (11 kg) or less,,,t,,,,,,,t
25692127,Gray/Blue/Silver/Salt & Pepper,m,senior,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25692147,Black - with White,f,young,Large 61-100 lbs (28-45 kg),,,t,,,,,,,f
25692277,Red/Golden/Orange/Chestnut,f,young,Large 61-100 lbs (28-45 kg),,f,t,t,,f,,,,t
25692278,Black - with Gray or Silver,m,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,,,,t
25692308,Merle,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25692388,Black - with White,m,senior,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25692410,"Black - with Tan, Yellow or Fawn",m,adult,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25692436,Black - with White,m,puppy,X-Large 101 lbs (46 kg) or more,,f,f,t,f,,t,t,t,t
25692445,Black,m,adult,Small 25 lbs (11 kg) or less,,,t,,,,,,,f
25692454,Black - with White,f,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25692501,Tan/Yellow/Fawn,m,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25692516,Tan/Yellow/Fawn - with White,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
25692540,"Black - with Tan, Yellow or Fawn",m,senior,Small 25 lbs (11 kg) or less,,f,f,t,f,,,,,t
25692563,White,m,senior,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25692565,"White - with Tan, Yellow or Fawn",f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
25692582,White - with Black,f,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
25692615,White,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25692789,White,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
25692845,Brown/Chocolate,f,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25692847,Brown/Chocolate,f,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25692853,Brown/Chocolate,f,puppy,Small 25 lbs (11 kg) or less,,,f,,,,,,,f
25692906,Black - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,t
